K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46,K51,K52,K53,K54,K55,K56,K61,K62,K63,K64,K65,K66,F1,F2,F3,F4,F5,F6,U1,U2,U3,U4,U5,U6
35682015.964290075,-26761511.973217554,17841007.982145038,0.0,0.0,0.0,-26761511.973217554,51872968.88355479,-1650055.062880326,-25111456.91033723,25111456.91033723,0.0,17841007.982145038,-1650055.062880326,69163958.51140638,-25111456.91033723,16740971.273558153,0.0,0.0,-25111456.91033723,-25111456.91033723,47387952.96751489,-2834960.8531595655,22276496.057177663,0.0,25111456.91033723,16740971.273558153,-2834960.8531595655,63183937.290019855,14850997.371451776,0.0,0.0,0.0,22276496.057177663,14850997.371451776,29701994.742903553,-3977.7456032270716,-19109.77098864304,1585.5675435731314,-41601.48778242299,-9082.806474833116,11474.984534487055,-0.007689288611014489,-0.012944213397044602,-0.004260698079163519,-0.014225365701338002,0.003278104275797785,0.009416309306157222
27121292.938303575,-20340969.70372768,13560646.469151787,0.0,0.0,0.0,-20340969.70372768,33315425.392098665,-7366514.015356695,-12974455.688370986,12974455.688370986,0.0,13560646.469151787,-7366514.015356695,44420567.18946489,-12974455.688370986,8649637.125580657,0.0,0.0,-12974455.688370986,-12974455.688370986,28736995.68213211,2788084.3053901363,15762539.993761122,0.0,12974455.688370986,8649637.125580657,2788084.3053901363,38315994.24284281,10508359.995840749,0.0,0.0,0.0,15762539.993761122,10508359.995840749,21016719.991681498,-9003.907490236506,-42808.48844430231,3738.3188323722443,-34934.26350943415,-1113.5771874161928,6379.165845280455,-0.01713748649676389,-0.028996010503862222,-0.009883016084681916,-0.029366256867328085,0.009310469007567719,0.01767298628277746
19062023.967886057,-14296517.975914542,9531011.983943028,0.0,0.0,0.0,-14296517.975914542,33582351.78352746,4989315.831698384,-19285833.807612926,19285833.807612926,0.0,9531011.983943028,4989315.831698384,44776469.04470329,-19285833.807612926,12857222.538408618,0.0,0.0,-19285833.807612926,-19285833.807612926,48092952.37008253,9521284.754856676,28807118.5624696,0.0,19285833.807612926,12857222.538408618,9521284.754856676,64123936.49344337,19204745.708313067,0.0,0.0,0.0,28807118.5624696,19204745.708313067,38409491.41662613,-9743.935809452265,-67134.18335780087,-2890.189500362423,-79217.42553724397,-1137.5578927852766,13771.683202599965,-0.027628009443054567,-0.04325619702603976,-0.010650616759737474,-0.04003531447113753,0.014080344181464057,0.02334486272264819
8086292.367107931,-6064719.275330948,4043146.1835539653,0.0,0.0,0.0,-6064719.275330948,26699085.299287356,14569646.748625463,-20634366.02395641,20634366.02395641,0.0,4043146.1835539653,14569646.748625463,35598780.39904981,-20634366.02395641,13756244.01597094,0.0,0.0,-20634366.02395641,-20634366.02395641,36651355.470825866,-4617376.577086952,16016989.446869459,0.0,20634366.02395641,13756244.01597094,-4617376.577086952,48868473.96110116,10677992.96457964,0.0,0.0,0.0,16016989.446869459,10677992.96457964,21355985.92915928,-10253.130800385048,-37488.15451076215,8010.210097182713,-52508.47025423934,-13016.982011675109,15259.902714877444,-0.029694348004067894,-0.04030302361395098,-0.0036017682006467835,-0.03433863112541759,0.009808803080454988,0.021564121006363582
38300229.384716205,-28725172.038537152,19150114.692358103,0.0,0.0,0.0,-28725172.038537152,31819183.97802167,-25631160.099052634,-3094011.9394845176,3094011.9394845176,0.0,19150114.692358103,-25631160.099052634,42425578.63736223,-3094011.9394845176,2062674.6263230117,0.0,0.0,-3094011.9394845176,-3094011.9394845176,11839384.924605314,5651361.045636278,8745372.985120796,0.0,3094011.9394845176,2062674.6263230117,5651361.045636278,15785846.566140417,5830248.656747197,0.0,0.0,0.0,8745372.985120796,5830248.656747197,11660497.313494394,-4369.579272300916,-53267.44109449606,-9016.65515356352,-72072.30593762522,2748.366872520466,10637.867553343971,-0.07775857588095113,-0.1509156058985511,-0.07108443218265342,-0.16059963694378748,0.06342634299014539,0.0896488558572293
10384011.878682343,-7788008.909011757,5192005.939341172,0.0,0.0,0.0,-7788008.909011757,32765224.70262099,17189206.884597473,-24977215.79360923,24977215.79360923,0.0,5192005.939341172,17189206.884597473,43686966.27016132,-24977215.79360923,16651477.195739489,0.0,0.0,-24977215.79360923,-24977215.79360923,37521037.33236444,-12433394.254854023,12543821.538755208,0.0,24977215.79360923,16651477.195739489,-12433394.254854023,50028049.77648592,8362547.692503472,0.0,0.0,0.0,12543821.538755208,8362547.692503472,16725095.385006944,-8579.5198110632,-48167.356672618655,1103.254064586853,-50890.90652928437,-2011.1040168087611,9487.369763285109,-0.026883764907663487,-0.03785987304062623,-0.004674727741877921,-0.034449870483648046,0.00812107742255971,0.022344117703372537
21285128.87783411,-15963846.658375584,10642564.438917056,0.0,0.0,0.0,-15963846.658375584,26377614.730261534,-5550078.586489631,-10413768.071885953,10413768.071885953,0.0,10642564.438917056,-5550078.586489631,35170152.973682046,-10413768.071885953,6942512.047923968,0.0,0.0,-10413768.071885953,-10413768.071885953,24876781.084219642,4049244.9404477384,14463013.012333691,0.0,10413768.071885953,6942512.047923968,4049244.9404477384,33169041.44562619,9642008.674889127,0.0,0.0,0.0,14463013.012333691,9642008.674889127,19284017.349778254,-15291.723914481168,-73505.40788500954,6081.645200625826,-73867.62461057294,-6202.3841091469585,15412.4628230023,-0.03964067342736789,-0.06718354427222482,-0.022930815344129465,-0.06794828097571665,0.02217767280210616,0.04067160939381526
23804573.721446726,-17853430.291085046,11902286.860723363,0.0,0.0,0.0,-17853430.291085046,41611497.20921734,5904636.627047244,-23758066.91813229,23758066.91813229,0.0,11902286.860723363,5904636.627047244,55481996.27895644,-23758066.91813229,15838711.27875486,0.0,0.0,-23758066.91813229,-23758066.91813229,34685032.27894454,-12831101.55732004,10926965.36081225,0.0,23758066.91813229,15838711.27875486,-12831101.55732004,46246709.70525938,7284643.573874833,0.0,0.0,0.0,10926965.36081225,7284643.573874833,14569287.147749666,-13522.869017332785,-57463.079636322705,7891.378155891335,-22774.221308258137,3671.574620130188,1959.9162413112617,-0.015579658605347916,-0.023745119568313464,-0.005594519350516936,-0.023604561079406908,0.005248381980881373,0.015213753644572487
9786241.95439695,-7339681.465797713,4893120.977198475,0.0,0.0,0.0,-7339681.465797713,10924309.091662709,-3755053.8399327183,-3584627.6258649947,3584627.6258649947,0.0,4893120.977198475,-3755053.8399327183,14565745.455550276,-3584627.6258649947,2389751.7505766633,0.0,0.0,-3584627.6258649947,-3584627.6258649947,32155318.95693357,24986063.70520358,28570691.331068575,0.0,3584627.6258649947,2389751.7505766633,24986063.70520358,42873758.609244764,19047127.55404572,0.0,0.0,0.0,28570691.331068575,19047127.55404572,38094255.10809144,-16666.321972932077,-89299.32778167466,3566.2013519726024,-49166.129231699866,9811.531498018994,3288.5891229404806,-0.09537485338414971,-0.16324958203908202,-0.05753073821263982,-0.14773279075934623,0.06931555667783164,0.07622814242262013
36362036.57197539,-27271527.428981543,18181018.285987694,0.0,0.0,0.0,-27271527.428981543,50353484.37716636,-4189570.480796721,-23081956.94818482,23081956.94818482,0.0,18181018.285987694,-4189570.480796721,67137979.16955516,-23081956.94818482,15387971.298789881,0.0,0.0,-23081956.94818482,-23081956.94818482,35052558.864041194,-11111355.03232845,11970601.915856373,0.0,23081956.94818482,15387971.298789881,-11111355.03232845,46736745.15205493,7980401.277237582,0.0,0.0,0.0,11970601.915856373,7980401.277237582,15960802.554475164,-9200.835343800649,-62381.67638819055,-2392.221441795551,-40861.44176208581,9565.632983830465,2027.4238017657353,-0.01584138888237502,-0.026621857136701902,-0.008756076148313568,-0.028897782403743945,0.006169370839607901,0.018715676562022797
22055472.835596226,-16541604.62669717,11027736.417798113,0.0,0.0,0.0,-16541604.62669717,39316281.324581765,6233072.071187427,-22774676.697884597,22774676.697884597,0.0,11027736.417798113,6233072.071187427,52421708.43277569,-22774676.697884597,15183117.798589732,0.0,0.0,-22774676.697884597,-22774676.697884597,30856761.739085585,-14692591.65668361,8082085.041200986,0.0,22774676.697884597,15183117.798589732,-14692591.65668361,41142348.985447444,5388056.69413399,0.0,0.0,0.0,8082085.041200986,5388056.69413399,10776113.38826798,-8323.525268856662,-53934.431619891984,-1331.0933355840025,-67064.29755148744,-3045.5286416144845,12700.147246055149,-0.024012993500298806,-0.03946619572301932,-0.011928087524780027,-0.04630419631101775,0.005282257479321283,0.03326556467147436
38720333.58855187,-29040250.1914139,19360166.794275936,0.0,0.0,0.0,-29040250.1914139,54943689.98752977,-3136810.39529803,-25903439.79611587,25903439.79611587,0.0,19360166.794275936,-3136810.39529803,73258253.31670636,-25903439.79611587,17268959.864077248,0.0,0.0,-25903439.79611587,-25903439.79611587,45684437.14232453,-6122442.449907213,19780997.346208658,0.0,25903439.79611587,17268959.864077248,-6122442.449907213,60912582.856432706,13187331.564139105,0.0,0.0,0.0,19780997.346208658,13187331.564139105,26374663.12827821,-10421.276789188805,-63407.231555836595,-293.1902735679214,-61676.44010796001,870.1207561934534,9844.346306563273,-0.016159790442750423,-0.026915893538468787,-0.008592543875013448,-0.028351283569837488,0.007134881493440818,0.018069272055547772
6137063.689321249,-4602797.766990936,3068531.8446606244,0.0,0.0,0.0,-4602797.766990936,26456800.420872476,17251204.8868906,-21854002.65388154,21854002.65388154,0.0,3068531.8446606244,17251204.8868906,35275733.894496635,-21854002.65388154,14569335.102587692,0.0,0.0,-21854002.65388154,-21854002.65388154,44195096.25738082,487090.9496177435,22341093.603499282,0.0,21854002.65388154,14569335.102587692,487090.9496177435,58926795.0098411,14894062.402332855,0.0,0.0,0.0,22341093.603499282,14894062.402332855,29788124.80466571,-9353.872100672077,-72229.05854513067,-5368.608647032734,-79427.09836716496,2969.2620396879665,11753.218708016844,-0.05687557615841838,-0.07522709899461395,-0.002137817839709626,-0.05677295952758287,0.020701747107965913,0.03262340663504447
17055927.68285261,-12791945.762139458,8527963.841426305,0.0,0.0,0.0,-12791945.762139458,16323693.309302583,-9260198.214976333,-3531747.547163125,3531747.547163125,0.0,8527963.841426305,-9260198.214976333,21764924.412403446,-3531747.547163125,2354498.364775417,0.0,0.0,-3531747.547163125,-3531747.547163125,8129112.002600487,1065616.908274237,4597364.455437362,0.0,3531747.547163125,2354498.364775417,1065616.908274237,10838816.003467318,3064909.6369582415,0.0,0.0,0.0,4597364.455437362,3064909.6369582415,6129819.273916483,-6943.6405912934615,-46625.66140782111,-1654.6059533534471,-38303.940011819854,4428.513085353867,4169.733459293042,-0.055620041917833804,-0.10275549264495501,-0.04370737535131641,-0.10993872984304214,0.03573871759443863,0.06526492617004885
10815819.031214757,-8111864.273411067,5407909.515607378,0.0,0.0,0.0,-8111864.273411067,17327570.960453145,1103842.4136310127,-9215706.68704208,9215706.68704208,0.0,5407909.515607378,1103842.4136310127,23103427.947270863,-9215706.68704208,6143804.458028054,0.0,0.0,-9215706.68704208,-9215706.68704208,33289566.85560144,14858153.481517281,24073860.16855936,0.0,9215706.68704208,6143804.458028054,14858153.481517281,44386089.14080192,16049240.112372907,0.0,0.0,0.0,24073860.16855936,16049240.112372907,32098480.224745814,-13235.984280943238,-61940.207186449756,5825.232833069889,-34988.65151491786,3158.6190574407447,4252.132390432604,-0.03776320870626967,-0.05757485183814714,-0.013283383596086343,-0.04920097982887997,0.02068241426159172,0.026691999196230855
7992701.862284893,-5994526.39671367,3996350.9311424466,0.0,0.0,0.0,-5994526.39671367,11347017.821987348,-642034.971439993,-5352491.425273677,5352491.425273677,0.0,3996350.9311424466,-642034.971439993,15129357.095983129,-5352491.425273677,3568327.6168491184,0.0,0.0,-5352491.425273677,-5352491.425273677,18917031.199556723,8212048.34900937,13564539.774283048,0.0,5352491.425273677,3568327.6168491184,8212048.34900937,25222708.266075633,9043026.516188698,0.0,0.0,0.0,13564539.774283048,9043026.516188698,18086053.032377396,-2349.8031664834575,-27062.98617013545,-4321.389057078235,-68282.57258503625,-9418.473081222033,16089.665304783726,-0.04829765153997301,-0.08180596022795279,-0.026701624455042754,-0.08059718502200632,0.03047740277161968,0.04609880466070511
22270166.16196139,-16702624.621471044,11135083.080980696,0.0,0.0,0.0,-16702624.621471044,41914030.35602114,8508781.113079056,-25211405.7345501,25211405.7345501,0.0,11135083.080980696,8508781.113079056,55885373.80802819,-25211405.7345501,16807603.8230334,0.0,0.0,-25211405.7345501,-25211405.7345501,31701586.273725875,-18721225.195374325,6490180.539175777,0.0,25211405.7345501,16807603.8230334,-18721225.195374325,42268781.69830117,4326787.026117184,0.0,0.0,0.0,6490180.539175777,4326787.026117184,8653574.052234368,-5687.848402812238,-64658.135212917114,-10177.014932014561,-69854.42536651147,8444.918214149779,7419.945120677021,-0.02663060542141726,-0.044289925642700304,-0.013684481928776727,-0.053833617091542475,0.004209493381157194,0.039127908969138966
27342620.62413961,-20506965.46810471,13671310.312069805,0.0,0.0,0.0,-20506965.46810471,49862388.505494624,8848457.569285206,-29355423.037389915,29355423.037389915,0.0,13671310.312069805,8848457.569285206,66483184.67399283,-29355423.037389915,19570282.02492661,0.0,0.0,-29355423.037389915,-29355423.037389915,47226692.458319776,-11484153.616460055,17871269.42092986,0.0,29355423.037389915,19570282.02492661,-11484153.616460055,62968923.2777597,11914179.61395324,0.0,0.0,0.0,17871269.42092986,11914179.61395324,23828359.22790648,-6246.8559050977055,-47678.24823313592,-3399.037600849895,-36396.35448773147,7159.6688493180445,2486.224656629556,-0.01213644672077828,-0.01907583969655512,-0.004797797864936351,-0.018965490478333936,0.0047800402170538395,0.011938436644599348
8045315.467336884,-6033986.600502662,4022657.733668442,0.0,0.0,0.0,-6033986.600502662,9227606.43691395,-2840366.7640913744,-3193619.836411288,3193619.836411288,0.0,4022657.733668442,-2840366.7640913744,12303475.249218602,-3193619.836411288,2129079.8909408585,0.0,0.0,-3193619.836411288,-3193619.836411288,30067290.958666407,23680051.285843827,26873671.122255117,0.0,3193619.836411288,2129079.8909408585,23680051.285843827,40089721.278221875,17915780.748170078,0.0,0.0,0.0,26873671.122255117,17915780.748170078,35831561.496340156,-11735.873100160601,-53632.45873145547,5594.259956502713,-33377.10329530237,1157.5251888816529,4984.087954776235,-0.06818351886528753,-0.1149932802114782,-0.03904032520223806,-0.1034560908864006,0.04846336647863257,0.05349948263003957
28590757.64168008,-21443068.23126006,14295378.82084004,0.0,0.0,0.0,-21443068.23126006,49270433.98046269,6384297.51794257,-27827365.74920263,27827365.74920263,0.0,14295378.82084004,6384297.51794257,65693911.97395025,-27827365.74920263,18551577.166135088,0.0,0.0,-27827365.74920263,-27827365.74920263,38904121.20760962,-16750610.290795643,11076755.458406989,0.0,27827365.74920263,18551577.166135088,-16750610.290795643,51872161.61014616,7384503.638937992,0.0,0.0,0.0,11076755.458406989,7384503.638937992,14769007.277875984,-6490.0533074683935,-62910.99255612496,-7990.224237104865,-88642.74434848863,-587.0263603496915,15067.30390492295,-0.02293312284570482,-0.03829052730644703,-0.012023541863161017,-0.044746122238536606,0.0058761777091751915,0.031641700297403916
36905316.405872025,-27678987.30440402,18452658.202936012,0.0,0.0,0.0,-27678987.30440402,38594150.92058478,-16763823.688223261,-10915163.616180759,10915163.616180759,0.0,18452658.202936012,-16763823.688223261,51458867.894113034,-10915163.616180759,7276775.744120507,0.0,0.0,-10915163.616180759,-10915163.616180759,17163602.94128218,-4666724.291079339,6248439.32510142,0.0,10915163.616180759,7276775.744120507,-4666724.291079339,22884803.921709575,4165626.2167342803,0.0,0.0,0.0,6248439.32510142,4165626.2167342803,8331252.433468561,-8266.630246644796,-43109.30967128754,2163.4906028604146,-63083.418937885755,-8821.52702505982,14924.666668844202,-0.027486940200818735,-0.050481859737748325,-0.021196900500099862,-0.06262145842373469,0.009667282264826065,0.04392386001436153
5318857.904927616,-3989143.4286957122,2659428.952463808,0.0,0.0,0.0,-3989143.4286957122,24103916.10887507,16125629.251483645,-20114772.680179358,20114772.680179358,0.0,2659428.952463808,16125629.251483645,32138554.811833423,-20114772.680179358,13409848.453452904,0.0,0.0,-20114772.680179358,-20114772.680179358,47581669.55537844,7352124.195019722,27466896.87519908,0.0,20114772.680179358,13409848.453452904,7352124.195019722,63442226.07383791,18311264.583466053,0.0,0.0,0.0,27466896.87519908,18311264.583466053,36622529.166932106,-16316.722168757657,-83206.04347468492,4898.096512620341,-82002.41003441904,-4496.88536586505,15915.511022002365,-0.07412454377681096,-0.09446314703849612,0.00041894376765381824,-0.0672624237369654,0.026761833439872543,0.03750048360300249
6723740.654502423,-5042805.490876817,3361870.3272512113,0.0,0.0,0.0,-5042805.490876817,17743320.83277529,7657709.851021656,-12700515.341898473,12700515.341898473,0.0,3361870.3272512113,7657709.851021656,23657761.110367052,-12700515.341898473,8467010.227932315,0.0,0.0,-12700515.341898473,-12700515.341898473,15935812.169720283,-9465218.514076663,3235296.82782181,0.0,12700515.341898473,8467010.227932315,-9465218.514076663,21247749.559627045,2156864.5518812067,0.0,0.0,0.0,3235296.82782181,2156864.5518812067,4313729.103762413,-16384.42324952894,-94775.9612930883,1176.859401361784,-51885.056575670525,13120.108837777469,2087.455010389687,-0.07862601776814429,-0.11558648721470302,-0.021001298861941218,-0.11822826374885319,0.017233822475913856,0.08053819619345232
4652775.416551575,-3489581.5624136813,2326387.7082757875,0.0,0.0,0.0,-3489581.5624136813,16397757.903285569,9418594.778458206,-12908176.340871887,12908176.340871887,0.0,2326387.7082757875,9418594.778458206,21863677.204380758,-12908176.340871887,8605450.893914592,0.0,0.0,-12908176.340871887,-12908176.340871887,22888701.444226235,-2927651.2375175375,9980525.10335435,0.0,12908176.340871887,8605450.893914592,-2927651.2375175375,30518268.592301648,6653683.4022362325,0.0,0.0,0.0,9980525.10335435,6653683.4022362325,13307366.804472465,-14370.6508253042,-55333.75062314641,10296.718109559599,-52801.02396877238,-9452.475891434926,13526.408607179526,-0.06404132093595055,-0.08449834198788934,-0.004842109226426856,-0.06803863776496091,0.021236409770645736,0.0414272336296532
23960549.199663877,-17970411.899747908,11980274.599831939,0.0,0.0,0.0,-17970411.899747908,31159989.72768258,-4780834.071813237,-13189577.827934671,13189577.827934671,0.0,11980274.599831939,-4780834.071813237,41546652.97024344,-13189577.827934671,8793051.88528978,0.0,0.0,-13189577.827934671,-13189577.827934671,20124011.394735895,-6255144.261133445,6934433.566801226,0.0,13189577.827934671,8793051.88528978,-6255144.261133445,26832015.1929812,4622955.7112008175,0.0,0.0,0.0,6934433.566801226,4622955.7112008175,9245911.422401635,-16632.03625606173,-82705.48420965434,5695.577775572012,-57581.57590702889,2679.0583253031364,8257.40015518658,-0.03620537534819097,-0.061361599119142414,-0.02101993304353512,-0.068370382489235,0.013376206219593845,0.04548277041759418
17360592.03589834,-13020444.026923753,8680296.01794917,0.0,0.0,0.0,-13020444.026923753,40475106.25395685,14434218.20010934,-27454662.227033094,27454662.227033094,0.0,8680296.01794917,14434218.20010934,53966808.33860913,-27454662.227033094,18303108.151355397,0.0,0.0,-27454662.227033094,-27454662.227033094,52626841.04818364,-2282483.405882545,25172178.82115055,0.0,27454662.227033094,18303108.151355397,-2282483.405882545,70169121.3975782,16781452.5474337,0.0,0.0,0.0,25172178.82115055,16781452.5474337,33562905.0948674,-13834.453492190021,-74232.29175987774,2924.8097310874637,-77686.97750461876,-4076.3716460011346,14986.015407103692,-0.02737939259494564,-0.039991925670463724,-0.00682288001000725,-0.03588714215321223,0.010969607657016772,0.021877058098284396
14774021.396394538,-11080516.047295904,7387010.698197269,0.0,0.0,0.0,-11080516.047295904,33080581.696704715,10919549.60211291,-22000065.649408814,22000065.649408814,0.0,7387010.698197269,10919549.60211291,44107442.262272954,-22000065.649408814,14666710.432939209,0.0,0.0,-22000065.649408814,-22000065.649408814,35920154.69398991,-8079976.604827717,13920089.044581097,0.0,22000065.649408814,14666710.432939209,-8079976.604827717,47893539.59198655,9280059.363054065,0.0,0.0,0.0,13920089.044581097,9280059.363054065,18560118.72610813,-10666.648795062047,-81916.83141275732,-5972.3128807950125,-99220.50015796052,204.42329906061786,16434.53837679644,-0.039378256979735723,-0.06004173682372817,-0.012750064925389404,-0.05883462863616141,0.014219349129775873,0.03790177284152652
22454284.59282814,-16840713.444621105,11227142.29641407,0.0,0.0,0.0,-16840713.444621105,35335026.65307137,1653599.7638291605,-18494313.208450265,18494313.208450265,0.0,11227142.29641407,1653599.7638291605,47113368.87076183,-18494313.208450265,12329542.138966843,0.0,0.0,-18494313.208450265,-18494313.208450265,45722000.975157395,8733374.55825686,27227687.766707126,0.0,18494313.208450265,12329542.138966843,8733374.55825686,60962667.96687652,18151791.844471417,0.0,0.0,0.0,27227687.766707126,18151791.844471417,36303583.688942835,-16451.20235437449,-89390.95818129706,3105.4186483166286,-47970.65172631197,10701.350170011736,2644.433536046127,-0.026823475691159657,-0.041739974492744185,-0.010428316658261494,-0.03740351496998076,0.0140182348705847,0.021116361009609123
15615030.436379103,-11711272.827284327,7807515.2181895515,0.0,0.0,0.0,-11711272.827284327,38918456.00513264,15495910.350563983,-27207183.17784831,27207183.17784831,0.0,7807515.2181895515,15495910.350563983,51891274.67351019,-27207183.17784831,18138122.11856554,0.0,0.0,-27207183.17784831,-27207183.17784831,50952700.83581129,-3461665.519885335,23745517.657962974,0.0,27207183.17784831,18138122.11856554,-3461665.519885335,67936934.44774838,15830345.10530865,0.0,0.0,0.0,23745517.657962974,15830345.10530865,31660690.2106173,-12800.162732033074,-73457.03356716556,1114.647608344294,-58743.4186045236,3789.890712536361,7895.624411152418,-0.026306761967956803,-0.03762749455405298,-0.005467184790114964,-0.0325160119285148,0.010398401112860224,0.019437190963697372
18516687.532409262,-13887515.649306946,9258343.766204631,0.0,0.0,0.0,-13887515.649306946,38728692.814258575,10953661.515644684,-24841177.16495163,24841177.16495163,0.0,9258343.766204631,10953661.515644684,51638257.0856781,-24841177.16495163,16560784.77663442,0.0,0.0,-24841177.16495163,-24841177.16495163,35773245.042608544,-13909109.287294714,10932067.877656916,0.0,24841177.16495163,16560784.77663442,-13909109.287294714,47697660.05681139,7288045.251771278,0.0,0.0,0.0,10932067.877656916,7288045.251771278,14576090.503542555,-11939.14475718127,-73496.81782562185,-620.6497608447444,-80684.40307534684,-1775.211989063584,14335.006507089598,-0.03038272404548373,-0.04725671131183258,-0.01140917401306423,-0.05003465701719425,0.00872767549834894,0.03414561532522283
15515881.265452567,-11636910.949089427,7757940.632726284,0.0,0.0,0.0,-11636910.949089427,34667921.153720886,11394099.255542032,-23031010.20463146,23031010.20463146,0.0,7757940.632726284,11394099.255542032,46223894.871627845,-23031010.20463146,15354006.803087639,0.0,0.0,-23031010.20463146,-23031010.20463146,28906237.439256005,-17155782.970006913,5875227.234624546,0.0,23031010.20463146,15354006.803087639,-17155782.970006913,38541649.919008,3916818.156416364,0.0,0.0,0.0,5875227.234624546,3916818.156416364,7833636.312832728,-3737.592600945238,-34992.89961063878,-4189.1146683224515,-31265.281743789197,5431.653957272314,2495.0533119953757,-0.01631193990783461,-0.025859756691364238,-0.0066475316073910376,-0.029437608061264567,0.0030157295302525164,0.020888846405690945
38117139.572752185,-28587854.67956414,19058569.786376093,0.0,0.0,0.0,-28587854.67956414,55939041.563316874,-1236667.7958114073,-27351186.883752733,27351186.883752733,0.0,19058569.786376093,-1236667.7958114073,74585388.75108916,-27351186.883752733,18234124.58916849,0.0,0.0,-27351186.883752733,-27351186.883752733,31672396.6629505,-23029977.104554966,4321209.7791977655,0.0,27351186.883752733,18234124.58916849,-23029977.104554966,42229862.217267334,2880806.519465177,0.0,0.0,0.0,4321209.7791977655,2880806.519465177,5761613.038930354,-14241.342495050849,-70623.36531920369,4941.563217033803,-64487.66781086089,-2896.33071425287,12196.109992269916,-0.026450744348198173,-0.046609295905638094,-0.01775969604396744,-0.0662142901439648,-0.0019200749311595081,0.05273754249226104
35929522.09473474,-26947141.571051057,17964761.04736737,0.0,0.0,0.0,-26947141.571051057,45525452.722148925,-8368830.4199531935,-18578311.151097864,18578311.151097864,0.0,17964761.04736737,-8368830.4199531935,60700603.6295319,-18578311.151097864,12385540.767398577,0.0,0.0,-18578311.151097864,-18578311.151097864,24719142.858782858,-12437479.443412868,6140831.707684996,0.0,18578311.151097864,12385540.767398577,-12437479.443412868,32958857.145043816,4093887.8051233306,0.0,0.0,0.0,6140831.707684996,4093887.8051233306,8187775.610246661,-1705.3458239654603,-32477.506423211475,-7415.143826472905,-75076.9148969113,-6784.658998093702,15905.148648532067,-0.021396860648258853,-0.039139506035584866,-0.01601046503251158,-0.053084254290762994,0.0028300382869195094,0.04034071975932672
24614387.378075056,-18460790.53355629,12307193.689037528,0.0,0.0,0.0,-18460790.53355629,31530147.26193848,-5391433.805174101,-13069356.728382189,13069356.728382189,0.0,12307193.689037528,-5391433.805174101,42040196.34925131,-13069356.728382189,8712904.485588126,0.0,0.0,-13069356.728382189,-13069356.728382189,16904251.18956685,-9234462.267197527,3834894.461184661,0.0,13069356.728382189,8712904.485588126,-9234462.267197527,22539001.586089134,2556596.3074564408,0.0,0.0,0.0,3834894.461184661,2556596.3074564408,5113192.6149128815,-15391.357925839671,-65896.12351613092,8817.341346302372,-56437.032797791224,-5664.31110685581,12238.32768639311,-0.03680478650590891,-0.06431093219690474,-0.024107423780217643,-0.08269458323998195,0.0054825190698808085,0.06167315856516582
28992539.276012737,-21744404.457009554,14496269.638006369,0.0,0.0,0.0,-21744404.457009554,31599249.81396575,-11889559.100053359,-9854845.356956195,9854845.356956195,0.0,14496269.638006369,-11889559.100053359,42132333.08528766,-9854845.356956195,6569896.904637463,0.0,0.0,-9854845.356956195,-9854845.356956195,14576838.03139578,-5132852.68251661,4721992.674439585,0.0,9854845.356956195,6569896.904637463,-5132852.68251661,19435784.04186104,3147995.1162930564,0.0,0.0,0.0,4721992.674439585,3147995.1162930564,6295990.232586113,-7441.67234674432,-41595.91266290696,1018.040472519654,-55782.43357192866,-5746.880775526888,12170.512649751554,-0.03004285145066664,-0.054798157629657736,-0.0226248843935841,-0.06892850415134097,0.008974387137081803,0.04914224228491504
33512169.84375421,-25134127.38281566,16756084.921877105,0.0,0.0,0.0,-25134127.38281566,34140153.652390875,-16128101.113240441,-9006026.269575218,9006026.269575218,0.0,16756084.921877105,-16128101.113240441,45520204.8698545,-9006026.269575218,6004017.5130501455,0.0,0.0,-9006026.269575218,-9006026.269575218,26268265.15353916,8256212.614388725,17262238.883963943,0.0,9006026.269575218,6004017.5130501455,8256212.614388725,35024353.538052216,11508159.255975962,0.0,0.0,0.0,17262238.883963943,11508159.255975962,23016318.511951923,-2275.7918774890913,-21468.88766447306,-2604.7121331795033,-53920.78427149952,-8212.586735829318,13093.090746497912,-0.01843678065054114,-0.03403281224256324,-0.014311475894434761,-0.037118060488651204,0.012427345493800195,0.02219373382733093
32562339.537606608,-24421754.653204955,16281169.768803304,0.0,0.0,0.0,-24421754.653204955,48384675.166403644,-458834.14000626653,-23962920.51319869,23962920.51319869,0.0,16281169.768803304,-458834.14000626653,64512900.221871525,-23962920.51319869,15975280.34213246,0.0,0.0,-23962920.51319869,-23962920.51319869,30807394.48788198,-17118446.538515396,6844473.974683293,0.0,23962920.51319869,15975280.34213246,-17118446.538515396,41076525.98384264,4562982.649788862,0.0,0.0,0.0,6844473.974683293,4562982.649788862,9125965.299577724,-9932.187578692927,-53818.441386031016,1924.8946953755167,-73638.7620057313,-8531.668235275612,16538.961118593023,-0.022960896133713986,-0.03975323498204181,-0.014318101604362992,-0.05170588265065163,0.002641162129846675,0.039271128096643106
